index,text,label,score
43834,好棒!!!!!!,positive,0.9894373416900635
41849,詩情打很好啊 很可愛,positive,0.9894139766693115
42905,nice set!,positive,0.9893608689308167
29240,運氣超級好,positive,0.9892677664756775
8000,你超棒！,positive,0.9890670776367188
46129,好美,positive,0.9889057874679565
40442,開局不錯，兩隊有來有往,positive,0.9888371229171753
9751,記憶力真好,positive,0.9887912273406982
21487,收音超好,positive,0.9887479543685913
43388,nice!,positive,0.9887427091598511
9108,哇！！！好棒,positive,0.9886870384216309
22250,大家都好棒！！！,positive,0.9886417984962463
2197,好！謝謝！,positive,0.9884917736053467
12596,這封的好!,positive,0.9883725047111511
7548,nice rally!,positive,0.9882487058639526
3904,超愛,positive,0.988222062587738
19190,天啊 好棒!!!,positive,0.9880653023719788
6064,這顆好棒,positive,0.9879869818687439
5850,好激烈,positive,0.987911581993103
3299,好激烈,positive,0.987911581993103
24329,這是好事 ,positive,0.9878413081169128
23354,【奪冠】也不錯！,positive,0.9878391027450562
37320,修正超好,positive,0.9877579212188721
13544,太棒了這個回答,positive,0.9876055717468262
36912,超超超超超超超超棒,positive,0.9874436259269714
41478,這球 好漂亮!,positive,0.987424910068512
23424,美加好美,positive,0.9873684048652649
38765,穩定的時候狀況真的很好,positive,0.9873563051223755
17302,你好問候:yougotthis::virtualhug:致我所有非常可愛和美麗的朋友。我非常愛你，祝你好運，非常快樂。我送你愛，平安，幸福,positive,0.9871802926063538
27231,發很好欸,positive,0.9871335029602051
19202,好的！謝謝回答～ 微笑 ,positive,0.986962616443634
7068,nice game nice game ,positive,0.9868914484977722
10782,去年亞理單人播報大受好評,positive,0.9868853092193604
16478,這發的真好,positive,0.9867014288902283
37777,超棒,positive,0.9866737127304077
4407,接的很好,positive,0.9866154193878174
1408,佩彰真棒,positive,0.9865114688873291
37919,最喜歡這組合 還有佳曼,positive,0.9864696264266968
10156,超級好笑,positive,0.9864176511764526
37622,這也是好事，至少台灣的排球在進步了,positive,0.9863469004631042
10400,好的，謝謝,positive,0.9863226413726807
33354,書豪也愛,positive,0.9862378835678101
17177,他球點真的好高!!!!,positive,0.9861469864845276
44313,修超好!,positive,0.9860708117485046
26097,自知 很好,positive,0.9859257340431213
4780,球場品質看起來也很不錯,positive,0.9858322143554688
13513,好嗨 主場優勢！！,positive,0.9857720732688904
9395,Zsanett今天狀態真的很好,positive,0.9857000708580017
11339,手臂的延展性也很好,positive,0.9856783747673035
24562,nice nice,positive,0.9856446981430054
12032,太好,positive,0.9856034517288208
28771,要學學泰國的快樂排球 心態超好,positive,0.9855743646621704
14656,防備都好棒！,positive,0.9855356216430664
46371,魚躍好美！,positive,0.985528290271759
30531,我也很喜歡她,positive,0.9854946136474609
10786,都播的很好,positive,0.9854571223258972
28444,很喜歡之前的台師陣容,positive,0.9854126572608948
40155,之前看過SUNNY哥的專訪，真的很勵志!!!,positive,0.9852995872497559
28460,印象陳盈琦打的也很好,positive,0.9852113723754883
44810,佑晨真的好棒,positive,0.9851772785186768
33074,詩情最萌可愛~,positive,0.9850814938545227
5957,好的 好的 ,positive,0.9849536418914795
32298,鄭態度超好,positive,0.9849380254745483
1158,跳得真的好高！,positive,0.9849371314048767
41529,兩隊都好棒,positive,0.9848833680152893
19574,兩隊都好棒,positive,0.9848833680152893
3310,兩隊都好棒,positive,0.9848833680152893
31660,雙方都超棒,positive,0.9848360419273376
7311,不錯唷 繼續努力,positive,0.984735369682312
41705,Good game!!!!,positive,0.9846553802490234
27966,周有實力啊，而且越打越好,positive,0.9846387505531311
41813,超棒～,positive,0.9845948219299316
4964,好幸運！,positive,0.9845077991485596
9335,哇 家人好棒,positive,0.9841096997261047
20803,太棒了！！,positive,0.9840555191040039
34104,修得也不錯,positive,0.9839852452278137
25870,讓五分超級好笑,positive,0.983984649181366
38415,很強很漂亮,positive,0.9839418530464172
44444,兩邊都好棒,positive,0.9838964939117432
6562,上次訪問中文很好啊 想一想 ,positive,0.9838314056396484
21863,收音不錯,positive,0.983803391456604
23710,好喜歡,positive,0.9837620854377747
5445,好喜歡,positive,0.9837620854377747
28792,兩隊都好喜歡,positive,0.9837606549263
31990,不錯,positive,0.9837462902069092
13470,不錯,positive,0.9837462902069092
30149,不錯,positive,0.9837462902069092
41137,不錯,positive,0.9837462902069092
39240,不錯,positive,0.9837462902069092
17081,主持人好專業,positive,0.9837431311607361
18830,好棒,positive,0.9837239980697632
45472,好棒,positive,0.9837239980697632
6187,好棒,positive,0.9837239980697632
12371,好棒,positive,0.9837239980697632
3364,好棒,positive,0.9837239980697632
11548,好棒,positive,0.9837239980697632
21388,好棒,positive,0.9837239980697632
40575,好棒,positive,0.9837239980697632
5514,好棒,positive,0.9837239980697632
27159,好有趣,positive,0.9836042523384094
16891,都打得超好的,positive,0.9834964275360107
7466,愛了愛了,positive,0.9834597706794739
18361,好專業,positive,0.9834317564964294
17873,好的 謝謝！,positive,0.9833869338035583
17144,氣色不錯,positive,0.983379065990448
38030,拿一局很不錯,positive,0.9833691716194153
1604,nice!!! ganyan lang!!!,positive,0.9833351373672485
10616,你好问:yougotthis::virtualhug:候我所有非常漂亮和美丽的朋友我非常爱你非常好非常快乐 我送你爱很多和平幸福,positive,0.9833121299743652
31956,太好了！,positive,0.9832530617713928
31643,大家好棒ㄚ,positive,0.9832322001457214
44476,我好喜歡,positive,0.9832170009613037
44481,我好喜歡,positive,0.9832170009613037
25772,好幸運！！！！！！！！,positive,0.9831562638282776
12620,漂亮!,positive,0.9831269979476929
39005,看到認真的人在場上感覺真好,positive,0.9831240177154541
17929,成功了!!,positive,0.9830559492111206
25460,慶祝真的很可愛！,positive,0.9830136299133301
2171,愛心,positive,0.982994794845581
35707,愛心,positive,0.982994794845581
1148,愛心,positive,0.982994794845581
1947,愛心,positive,0.982994794845581
7348,太棒了 鼓掌 ,positive,0.982987642288208
30024,說的真好,positive,0.9829832315444946
1721,好愛這場哦,positive,0.9829304814338684
38090,不錯啦，妹妹們有進步了,positive,0.9828726649284363
19971,"存在感超強, 令人羨慕",positive,0.982835054397583
19851,現場體驗很好啊~~就是一種感受,positive,0.9827325344085693
37905,她今天表現也不錯,positive,0.9827253222465515
21872,好喔 感謝,positive,0.9826784729957581
11566,好人,positive,0.9825531244277954
1979,good serve!!!!,positive,0.9823924899101257
30360,美靜老師真的好高,positive,0.9823691248893738
12846,戰術太好,positive,0.9823158383369446
31111,對啊 光頭王講得很好,positive,0.9822139143943787
28748,哇壓得真好,positive,0.9821987748146057
5626,這兩天比賽都好激烈！,positive,0.9820725321769714
30560,有心發展，企業支持，自然就強壯了,positive,0.9820220470428467
36268,這麼愛漂亮,positive,0.982008695602417
25213,這顆不錯,positive,0.9819443225860596
26948,真不錯 這球,positive,0.9819334149360657
46772,awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positive,0.9819221496582031
35340,恩好...看電線杆,positive,0.9818669557571411
41882,撑到最后真的太棒了,positive,0.9818450212478638
15915,這個B快真不錯,positive,0.9817833304405212
2014,都打的很好,positive,0.9817718267440796
22569,太棒,positive,0.9817412495613098
17928,太棒,positive,0.9817412495613098
33944,太棒,positive,0.9817412495613098
31908,好嘞感謝，等等看回放,positive,0.9816092848777771
43509,好的，謝謝大家的回覆  嘿嘿 ,positive,0.9815868735313416
3636,漂亮!!!,positive,0.9815100431442261
34387,修的很好欸,positive,0.9814279079437256
39696,修正得真好,positive,0.9814051985740662
44829,好漂亮,positive,0.9813022017478943
45466,好漂亮,positive,0.9813022017478943
7740,這場效果好滿,positive,0.9812749028205872
40284,首得好,positive,0.9812749028205872
33121,好棒的,positive,0.9812633991241455
2599,笑容甜美,positive,0.9812033772468567
41268,手腕運用得很好,positive,0.9811710119247437
6450,拍得真好,positive,0.9811627864837646
2700,庭葳學姊妳超棒,positive,0.9811304211616516
42941,這個戰術真的有執行好,positive,0.9811115860939026
41829,好可愛!!!!,positive,0.9811088442802429
149,好的 謝謝,positive,0.9811028838157654
46166,好的謝謝,positive,0.9811028838157654
29794,好的謝謝,positive,0.9811028838157654
44779,好喜歡今年的MIZUNO,positive,0.9809879064559937
39824,職棒滿不錯的吧,positive,0.9809049367904663
11820,很好笑,positive,0.9808629751205444
25994,好欸！！！！！,positive,0.9808550477027893
1118,真的是愛的力量 笑得满地打滚 ,positive,0.9808291792869568
24630,有外國朋友關注很好呀,positive,0.9807699918746948
17801,兩隊真的都打很好,positive,0.9807618260383606
32222,裕均也超棒,positive,0.980721116065979
36021,感覺適應的好,positive,0.980709433555603
21217,好棒呀,positive,0.9806736707687378
17742,這球的跳躍好棒,positive,0.9805943369865417
2607,太好了 有更多比賽看,positive,0.9805790781974792
19604,兩隊都打的很好,positive,0.9805186986923218
7310,突然有些積極 好棒啊｡,positive,0.9804993271827698
40197,great,positive,0.9804813265800476
22026,"大義滅親, 很好",positive,0.9803844690322876
42521,太喜歡了吧 笑得满地打滚 ,positive,0.9803552627563477
32188,看其他國家都做得很好,positive,0.9803115129470825
2214,nice one,positive,0.9803111553192139
46882,nice one,positive,0.9803111553192139
1886,nice one,positive,0.9803111553192139
31965,超值得收視的,positive,0.980246365070343
32814,好欸好欸好欸,positive,0.9802390933036804
28690,有志氣!,positive,0.9801107048988342
29351,成功,positive,0.9800786972045898
32254,成功,positive,0.9800786972045898
31692,成功,positive,0.9800786972045898
11174,成功,positive,0.9800786972045898
12106,成功,positive,0.9800786972045898
19641,成功,positive,0.9800786972045898
38351,成功,positive,0.9800786972045898
29789,這個分段分數累積圖不錯ㄟ，氣排坐的越來越好了,positive,0.9800099730491638
19917,真有趣,positive,0.9799673557281494
32025,宛芸好棒,positive,0.9799205660820007
32004,這球接超好,positive,0.9799149632453918
9635,感覺一個人問兩個問題好像不錯,positive,0.9797874689102173
26870,二次突襲，漂亮!,positive,0.9796212911605835
20848,nice game ,positive,0.9796185493469238
16147,我喜歡,positive,0.9795197248458862
2332,力道好強,positive,0.9794613122940063
32515,好幸運,positive,0.9792559146881104
20422,too strong nice,positive,0.9792502522468567
21042,真的好高 ,positive,0.9792349338531494
46806,good one,positive,0.9791528582572937
29795,怡茹今天狀況很好的感覺,positive,0.979117751121521
33508,不錯這球有在看手,positive,0.9790925979614258
23438,兩隊都打得超棒,positive,0.9790706634521484
36487,高的好處,positive,0.9789513945579529
15407,現場球迷真的Respect! 一起享受首勝!,positive,0.9789378046989441
16663,好好喔!這球,positive,0.978925883769989
39424,超漂亮,positive,0.9789077639579773
37780,超漂亮,positive,0.9789077639579773
13479,感覺 苗栗國家隊不錯,positive,0.9789001941680908
5008,有！愛笑了,positive,0.9787413477897644
40105,好啦 表現不錯啦 敢打一點敢打一點,positive,0.9787139296531677
43845,康堤好棒!!!!,positive,0.9787110686302185
13382,偉祥!,positive,0.9786645770072937
12244,美靜姐講超棒的～,positive,0.9786431193351746
40138,這首好嗨,positive,0.9786352515220642
36728,好啦你最強啦,positive,0.9786069393157959
26962,朱凱逸今天表現很好欸,positive,0.9785933494567871
26462,超好笑,positive,0.9785807132720947
11845,超好笑,positive,0.9785807132720947
11931,超好笑,positive,0.9785807132720947
21682,超好笑,positive,0.9785807132720947
27217,超好笑,positive,0.9785807132720947
33002,超好笑,positive,0.9785807132720947
18257,超好笑,positive,0.9785807132720947
16997,超好笑,positive,0.9785807132720947
9848,超好笑,positive,0.9785807132720947
16373,超好笑,positive,0.9785807132720947
18258,超好笑,positive,0.9785807132720947
40676,超好笑,positive,0.9785807132720947
28438,超好笑,positive,0.9785807132720947
21648,超好笑,positive,0.9785807132720947
37433,超好笑,positive,0.9785807132720947
27215,超好笑,positive,0.9785807132720947
25432,超好笑,positive,0.9785807132720947
13525,真的很愛讓一追三,positive,0.9785488247871399
37678,伙食很好,positive,0.9785217046737671
45572,Good job Libero!,positive,0.9785208702087402
13241,有的人很享受,positive,0.9785128831863403
39291,愛了愛了~~~,positive,0.9785117506980896
10315,很優雅,positive,0.978428304195404
4390,賽評超好笑,positive,0.9783843755722046
34213,這麼好的機會,positive,0.9782021641731262
42370,這場球賽看了好值得,positive,0.9781998991966248
38997,今天看到比賽的球迷超幸運,positive,0.9780428409576416
8158,nice.,positive,0.9780368208885193
11413,嘉永老師說的真好,positive,0.9779256582260132
34418,大家都好人,positive,0.9779175519943237
45081,good,positive,0.9778190851211548
20942,good,positive,0.9778190851211548
46897,good,positive,0.9778190851211548
16239,大家好,positive,0.9778152108192444
12921,還不錯,positive,0.9777848720550537
8199,真的好高@@,positive,0.977597177028656
11564,企聯真的很有趣,positive,0.9775516390800476
40337, good luck,positive,0.977514386177063
42983,"Aye, congrats!",positive,0.9775072932243347
23636,好的明白谢谢,positive,0.9774789214134216
41908,辛苦大家了 感恩 大家都超棒,positive,0.9774413704872131
31194,太好了,positive,0.9773628115653992
33818,太好了,positive,0.9773628115653992
1658,太好了,positive,0.9773628115653992
32421,彈跳力也很值得羨慕,positive,0.9773545861244202
19156,這顆很美,positive,0.9772086143493652
37317,打超好,positive,0.977124035358429
20527,nice serve,positive,0.977097749710083
45232,nice serve,positive,0.977097749710083
38436,這球好秀,positive,0.9770359396934509
4721,好發好發,positive,0.9770333170890808
35998,甩鞭 芳瑜也不錯,positive,0.976961076259613
35740,人夫體力真好,positive,0.9768903255462646
33448,不錯 打手出界,positive,0.9767628312110901
26696,黃培閎也不錯,positive,0.9767279028892517
6559,不錯喔,positive,0.9766634106636047
35,不錯喔,positive,0.9766634106636047
7139,不錯喔,positive,0.9766634106636047
23435,不錯喔,positive,0.9766634106636047
11240,大家好熱烈,positive,0.9765291213989258
21225,阿啾好棒！！！,positive,0.9764852523803711
46401,漂亮！,positive,0.9764767289161682
38848,漂亮！,positive,0.9764767289161682
25565,漂亮！,positive,0.9764767289161682
15472,漂亮！,positive,0.9764767289161682
38898,漂亮！,positive,0.9764767289161682
27724,I love him,positive,0.9764297008514404
44029,愛了,positive,0.9764127731323242
15220,愛了,positive,0.9764127731323242
20476,愛了,positive,0.9764127731323242
16475,愛了,positive,0.9764127731323242
5365,愛了,positive,0.9764127731323242
30243,好閃!,positive,0.9763538837432861
40597,我也喜歡,positive,0.9762711524963379
36187,我也喜歡,positive,0.9762711524963379
37324,太棒了,positive,0.9762453436851501
18946,太棒了,positive,0.9762453436851501
8154,太棒了,positive,0.9762453436851501
18862,太棒了,positive,0.9762453436851501
37895,太棒了,positive,0.9762453436851501
26904,慶祝魔獸處女秀大成功,positive,0.976219892501831
9345,nice,positive,0.9762179851531982
25417,nice,positive,0.9762179851531982
6797,nice,positive,0.9762179851531982
7050,nice,positive,0.9762179851531982
1425,nice,positive,0.9762179851531982
43159,nice,positive,0.9762179851531982
45835,nice,positive,0.9762179851531982
17231,nice,positive,0.9762179851531982
46791,nice,positive,0.9762179851531982
36861,nice,positive,0.9762179851531982
36881,nice,positive,0.9762179851531982
20407,nice ,positive,0.9762179851531982
40021,nice,positive,0.9762179851531982
36580,nice,positive,0.9762179851531982
1688,nice,positive,0.9762179851531982
38840,nice,positive,0.9762179851531982
28004,nice,positive,0.9762179851531982
18070,nice,positive,0.9762179851531982
36625,nice,positive,0.9762179851531982
24791,nice,positive,0.9762179851531982
9438,nice,positive,0.9762179851531982
45974,nice,positive,0.9762179851531982
40322,nice,positive,0.9762179851531982
43306,nice,positive,0.9762179851531982
24537,nice,positive,0.9762179851531982
38830,nice,positive,0.9762179851531982
17375,nice,positive,0.9762179851531982
27886,真是好朋友呢,positive,0.9761368632316589
15683,加班配熱可可真不錯欸,positive,0.9760939478874207
15682,好的,positive,0.9760452508926392
44085,喔這個好ㄟ,positive,0.9760177135467529
26768,恩得要好好成長！,positive,0.9759795665740967
23262,這個長官不錯,positive,0.9759416580200195
37869,點的好,positive,0.9758287072181702
33318,怡伶好可愛!!,positive,0.975796103477478
28175,棉花糖今天狀況超好,positive,0.9757918119430542
18114,今天這場真的好精采,positive,0.9757151007652283
20432,健钦腰力好好哟 笑得满地打滚 ,positive,0.9756711721420288
15252,拜為佳,positive,0.975644588470459
43490,台灣很幸運，有一個不管花多少錢都這麼熱愛這項運動的人。,positive,0.9756351709365845
1166,黃!正!良!,positive,0.975625216960907
20408,好棒的攻防一波,positive,0.9756191968917847
11955,姿勢真漂亮,positive,0.9755522608757019
3531,我最喜歡的是凱凱,positive,0.9754781723022461
26890,確實不錯吃,positive,0.9753401279449463
14433,球迷不錯喔,positive,0.9753191471099854
7067,nice play,positive,0.9752535223960876
40326,nice play,positive,0.9752535223960876
6321,nice play,positive,0.9752535223960876
41828,好萌好可愛,positive,0.9752393364906311
21699,我喜歡這個麥,positive,0.9751900434494019
19342,雙方都很優秀~,positive,0.9750936627388
1191,愛心唷,positive,0.9750807285308838
45981,Congrats!,positive,0.9750358462333679
24983,冠軍賽能大洗牌也不錯啊,positive,0.974992036819458
9906,國外主場的經營很好吧,positive,0.9749369621276855
33290,好棒喔,positive,0.9749109745025635
44694,對啊好喜歡漢娜,positive,0.974847674369812
30018,認真打很值得鼓勵,positive,0.9748036861419678
28481,這波來回不錯,positive,0.9747002124786377
7713,好認真讀書,positive,0.9746397137641907
19945,真得好笑,positive,0.9744749665260315
20557,感謝!,positive,0.9744607210159302
23957,好帅!!!!,positive,0.9744336605072021
36327,今年不錯,positive,0.9744239449501038
41874,很有智慧,positive,0.9743703603744507
3989,今天韻鏡很好誒,positive,0.9743692278862
36046,Congrats!!,positive,0.9743426442146301
2002,Congrats!!,positive,0.9743426442146301
19909,不錯了,positive,0.9743021726608276
46000,超值啊,positive,0.9740956425666809
11340,長的也很好 鼓掌 ,positive,0.9739974737167358
31202,看起來郭家銘狀態調整得不錯,positive,0.973990797996521
25008,congrats!,positive,0.9739833474159241
45936,congrats!,positive,0.9739833474159241
25605,這個欄往不錯,positive,0.9739423394203186
25080,身材優勢！,positive,0.9738292694091797
8380,身材優勢！,positive,0.9738292694091797
22207,突襲不錯欸,positive,0.9738271236419678
5061,這個情人節廣告拍的不錯,positive,0.9736407995223999
23485,真的也很喜歡vivi媽媽,positive,0.9735880494117737
11207,這就滿成功的跨界,positive,0.973578691482544
3943,這個開場 好激烈,positive,0.973538339138031
7297,這波不錯,positive,0.9734357595443726
6189,你們好棒,positive,0.9734147787094116
5442,說得好,positive,0.9733074307441711
39458,狀況好像都很好 恳求的脸 ,positive,0.9733066558837891
15812,好活潑!!!,positive,0.9732778668403625
39623,這顆超漂亮,positive,0.9731859564781189
18579,最好,positive,0.973173201084137
12111,修正的好,positive,0.9731581807136536
36413,線審姐姐感覺很漂亮,positive,0.9730801582336426
27842,柏瑞也不錯啊,positive,0.9730716943740845
46717,好會,positive,0.9730631113052368
11169,贊成~ 多點機會,positive,0.9730386734008789
43598,nice ..,positive,0.9730210304260254
33380,很超值,positive,0.9729361534118652
18665,好萌,positive,0.972863495349884
29197,場外叫聲好淒厲 笑得满地打滚 ,positive,0.9728392362594604
3713,真的好意外,positive,0.9728101491928101
29545,超級幸運球！,positive,0.9728044867515564
27858,ㄎㄚˋ把不錯,positive,0.9727732539176941
11333,温的姿勢真的很漂亮！,positive,0.9726938605308533
1155,給隊友愛心,positive,0.9726928472518921
10923,當觀眾也好啊,positive,0.972687840461731
43821,周子揚配得好,positive,0.9726482629776001
33689,成功成功 拇指向上 ,positive,0.9725939035415649
42609,阿璽今天表現的很好了 做成心形的双手  做成心形的双手 ,positive,0.9725640416145325
16021,好嗨 举双手  举双手 ,positive,0.9725133180618286
33322,怡伶好棒,positive,0.9723894000053406
27991,發的好,positive,0.9723835587501526
27910,發的好,positive,0.9723835587501526
4827,欒的球質和手型都很漂亮，年紀來看也還不錯,positive,0.9722497463226318
23192,這場不錯看,positive,0.9722262024879456
10594,來回球好多！大家體能都很好欸！,positive,0.9721938967704773
43309,好國際我們的留言,positive,0.9721221327781677
15930,簡媜的狀況很好,positive,0.9720883369445801
7187,第一局打得還不錯,positive,0.972064197063446
17392,這來回太棒了吧,positive,0.9720578193664551
40625,回春很好 笑得满地打滚 ,positive,0.9720125198364258
31135,這兩顆打的真好,positive,0.9719834327697754
20292,這兩個好漂亮欸,positive,0.9719646573066711
4705,完美,positive,0.9719380736351013
7008,nice  鼓掌  鼓掌  鼓掌  鼓掌 ,positive,0.971919059753418
9435,運氣好,positive,0.9718896746635437
37884,有夢最美,positive,0.971855878829956
30657,她的聲音真的好好聽~,positive,0.9717983603477478
877,感謝國家栽培的意思,positive,0.9717012047767639
17976,佳錩去工作了,positive,0.9716845154762268
2832,好眼力,positive,0.9715558886528015
15739,好眼力,positive,0.9715558886528015
29650,好眼力,positive,0.9715558886528015
36029,謝謝 闪亮  闪亮 ,positive,0.9714447259902954
11513,好佩服 不愧是攝影師,positive,0.9714203476905823
27076,巒今天的狀況很不錯 拇指向上 ,positive,0.971342146396637
33420,最漂亮的,positive,0.9713146090507507
23697,景耀 愛你,positive,0.9711711406707764
30008,你行你上真的很好笑,positive,0.9711005091667175
29230,佳音英語,positive,0.9710949063301086
13570,台南不錯啊,positive,0.9710455536842346
23546,超可愛~,positive,0.9710441827774048
31205,太好了~~,positive,0.9710420370101929
23216,服裝真有趣,positive,0.9710256457328796
20609,阿洲不錯,positive,0.9709153771400452
29860,太好笑了,positive,0.970913827419281
22564,太好笑了,positive,0.970913827419281
44218,今天好熱說,positive,0.9708358645439148
24261,做效果好啊,positive,0.9708013534545898
38406,好色,positive,0.9707211256027222
32697,現場的氣氛很好 拇指向上 有機會可以去體驗看看,positive,0.9706017374992371
46079,想像是美好的…,positive,0.9705684781074524
27907,好有禮貌,positive,0.970556378364563
35877,比個愛心啊,positive,0.9705380797386169
23700,好會轉 超好笑,positive,0.9704485535621643
19322,這球漂亮啊,positive,0.9704398512840271
1225,故意比愛心欸,positive,0.9704157114028931
26249,調整好 第二局好好,positive,0.9704153537750244
24741,好，謝謝 微笑  微笑 ,positive,0.9703487753868103
35667,哇這球很漂亮,positive,0.9703406095504761
15564,今天簡狀態很好喔,positive,0.9702840447425842
32288,顏值擔當很好笑ㄟ,positive,0.9702256917953491
7840,姿勢優雅,positive,0.9701262712478638
26117,恩得真的屌 什麼位子都打得很好,positive,0.9701220989227295
3239,明天心臟科生意應該很好,positive,0.9700959920883179
24194,欄得好！！,positive,0.9700822830200195
15574,簡今天真的打得很好,positive,0.9700595140457153
8942,核心真有力,positive,0.9698846340179443
17060,好特別,positive,0.969694972038269
24597,阿得福星!!!!,positive,0.969670295715332
6940,nice  鼓掌  鼓掌  鼓掌 ,positive,0.9695181250572205
40472,好甜,positive,0.9695148468017578
30178,恩得！,positive,0.9694352149963379
43440,這球手太好了吧,positive,0.969356894493103
9221,她今天不錯啊,positive,0.9692977666854858
12375,腳法不錯,positive,0.9692120552062988
2998,啦啦队好美啊,positive,0.9691845178604126
12094,雙姿好棒,positive,0.9691471457481384
29454,好好笑 真可愛,positive,0.9689854979515076
43878,好好笑 超實際,positive,0.9689416885375977
25025,在大專賽打超好,positive,0.9688571095466614
3692,嗚呼太棒了！,positive,0.9688429832458496
27109,abc 漢堡也不錯,positive,0.9687609672546387
25897,敢打很好了,positive,0.9687067270278931
14941,太棒了 想看四局或五局,positive,0.9686646461486816
13449,子彈隊不錯,positive,0.9685326218605042
7138,技巧滿分,positive,0.9685172438621521
4211,棒啊,positive,0.9685161709785461
30320,不錯 拇指向上 ,positive,0.9684783816337585
13340,年輕人體力好,positive,0.9684576988220215
37378,今天兩邊籃網都很好诶,positive,0.9683903455734253
16945,直上直下，兩邊打得超好！,positive,0.9682919979095459
34348,這球做得好,positive,0.9682458639144897
13583,棉花糖球衣真的很好笑,positive,0.9680408239364624
38767,康堤這套球衣不錯！！,positive,0.9678890109062195
10886,噴裝也太好笑,positive,0.9678871035575867
30536,喜歡王艾士,positive,0.9678657650947571
33793,打得很好，不需要减肥了,positive,0.9678212404251099
23296,好的 OK ,positive,0.9677272439002991
20639,那球好漂亮,positive,0.9676748514175415
13677,好的了解 謝謝治平老師！,positive,0.9676311016082764
29286,"年輕真好, 確診完馬上恢復",positive,0.967535138130188
7057,nice 举双手  鼓掌 ,positive,0.9675028920173645
1729,愛心比給我看,positive,0.9674713015556335
40479,好啊,positive,0.9674532413482666
11283,这么看来，中原大学的大专杯，很有戏！,positive,0.9674410820007324
25603,太幸運,positive,0.9673410058021545
41858,好青春啊！！！,positive,0.9672915935516357
32953,這個點 好,positive,0.9672839045524597
11623,漂亮!!!XDDD,positive,0.9672783017158508
28213,nice save,positive,0.9672200083732605
7610,nice save,positive,0.9672200083732605
40617,小佩今天狀況也很好,positive,0.9672119617462158
28226,nice marshmallow ！,positive,0.9671198725700378
14451,好啦你接最好,positive,0.967100977897644
38794,結果效果意外好（開玩笑,positive,0.9670475125312805
10447,很有技巧啊,positive,0.9670325517654419
28543,棒的,positive,0.9669897556304932
21486,收音好好,positive,0.9669034481048584
5084,啦啦隊好香,positive,0.966892421245575
5593,啦啦隊好香,positive,0.966892421245575
35053,孩子們超棒 繼續練等,positive,0.9668780565261841
99,我高雄我驕傲,positive,0.9668287038803101
19721,好強,positive,0.9667661786079407
12716,好強,positive,0.9667661786079407
3878,好強,positive,0.9667661786079407
24875,好強,positive,0.9667661786079407
30944,好強,positive,0.9667661786079407
592,好強,positive,0.9667661786079407
599,好強,positive,0.9667661786079407
37570,好強,positive,0.9667661786079407
14209,好強,positive,0.9667661786079407
40003,好強,positive,0.9667661786079407
6115,好強,positive,0.9667661786079407
31424,好強,positive,0.9667661786079407
16524,好強,positive,0.9667661786079407
12842,好強,positive,0.9667661786079407
13463,這個地產好名,positive,0.9667328596115112
