TEXT,LABEL,SCORE
好棒,positive,0.9915615320205688
好棒,positive,0.9915615320205688
超美,positive,0.9915566146373749
修得也不錯,positive,0.9915315806865692
看到認真的人在場上感覺真好,positive,0.9914750754833221
小毛在場上感覺氣氛很好,positive,0.9914336204528809
不錯,positive,0.9914186000823975
不錯,positive,0.9914186000823975
不錯,positive,0.9914186000823975
不錯,positive,0.9914186000823975
不錯,positive,0.9914186000823975
好愛這場哦,positive,0.9913846552371979
美靜姐講超棒的,positive,0.9913620948791504
不錯啦妹妹們有進步了,positive,0.9913386404514313
好喔 感謝,positive,0.9913148581981658
爆發力真好,positive,0.9912948906421661
爆發力真好,positive,0.9912948906421661
防備都好棒,positive,0.9912786483764648
 這球打很好欸,positive,0.9912700057029724
存在感超強 令人羨慕,positive,0.9912322461605072
看李打球會覺得氣氛很好啊 他很會帶氣氛,positive,0.991182416677475
你超棒,positive,0.991154670715332
美靜老師真的好高,positive,0.9911462366580963
氣色不錯,positive,0.9911280870437622
突然有些積極 好棒啊,positive,0.9910982847213745
對啊 光頭王講得很好,positive,0.9910978972911836
優秀,positive,0.9910247921943665
好愛念,positive,0.9909724295139313
嗯嗯 感覺很優,positive,0.990909606218338
拿一局很不錯,positive,0.990900158882141
撑到最后真的太棒了,positive,0.9908970594406128
收音太好,positive,0.9908780455589294
企鵝超棒,positive,0.990867555141449
發得好,positive,0.990825742483139
超好,positive,0.9908081889152527
愛心,positive,0.9907797873020172
愛心,positive,0.9907797873020172
愛心,positive,0.9907797873020172
愛心,positive,0.9907797873020172
這顆不錯,positive,0.9907144904136658
雙姿超棒,positive,0.990678995847702
修的很好欸,positive,0.9906322956085205
庭葳學姊妳超棒,positive,0.9905526340007782
手腕運用得很好,positive,0.9905441403388977
這個分段分數累積圖不錯ㄟ氣排坐的越來越好了,positive,0.9905254542827606
好的 謝謝,positive,0.9904813468456268
好的謝謝,positive,0.9904813468456268
好的謝謝,positive,0.9904813468456268
好的謝謝,positive,0.9904813468456268
好的謝謝,positive,0.9904813468456268
好的 謝謝,positive,0.9904813468456268
好的謝謝,positive,0.9904813468456268
好的 謝謝,positive,0.9904813468456268
職棒滿不錯的吧,positive,0.9903450906276704
感覺適應的好,positive,0.9903385043144226
龍龍這幾周真的超棒,positive,0.9903354346752167
這場效果好滿,positive,0.9903201460838318
現場體驗很好啊就是一種感受,positive,0.9902800917625428
愛了愛了,positive,0.9902727603912354
愛了愛了,positive,0.9902727603912354
兩隊真的都打很好,positive,0.9902471899986267
讓五分超級好笑,positive,0.9902469515800476
好漂亮,positive,0.9902361929416656
好漂亮,positive,0.9902361929416656
好漂亮,positive,0.9902361929416656
我覺得這字體很漂亮啊,positive,0.9902143478393556
真的是愛的力量 笑得满地打滚 ,positive,0.9901992082595825
感恩感恩,positive,0.9901945292949677
享受 笑得满地打滚 ,positive,0.99012091755867
好棒的,positive,0.990104764699936
裕均也超棒,positive,0.9901010692119598
翻譯超好笑 有夠可愛 笑得满地打滚 ,positive,0.9900211095809937
修正得真好,positive,0.9899744093418121
眼睛很好,positive,0.9899666607379913
有外國朋友關注很好呀,positive,0.98992520570755
表情好好笑,positive,0.9898767471313477
宛芸好棒,positive,0.989874690771103
nice one,positive,0.9898532629013062
nice one ,positive,0.9898532629013062
nice one,positive,0.9898532629013062
nice one,positive,0.9898532629013062
nice one,positive,0.9898532629013062
nice one,positive,0.9898532629013062
nice one,positive,0.9898532629013062
好喜歡,positive,0.9897914230823518
好喜歡,positive,0.9897914230823518
好欸好欸好欸,positive,0.9897747337818146
我喜歡,positive,0.989733099937439
恩德運氣也很好ㄟ 笑爛,positive,0.9896883964538574
超值得收視的,positive,0.9896819591522217
好幸運,positive,0.9895983934402466
好幸運,positive,0.9895983934402466
好幸運,positive,0.9895983934402466
好幸運,positive,0.9895983934402466
怡茹今天狀況很好的感覺,positive,0.9895127415657043
周有實力啊而且越打越好,positive,0.9895044565200806
明正出品優良,positive,0.9894953072071075
兩隊都打得超棒,positive,0.9894386827945709
這球的跳躍好棒,positive,0.9894204437732697
nice game ,positive,0.9894104301929474
nice game,positive,0.9894104301929474
nice game,positive,0.9894104301929474
nice game,positive,0.9894104301929474
nice game ,positive,0.9894104301929474
兩邊都好棒喔,positive,0.9894049167633057
詩情最萌可愛,positive,0.9893946945667267
超漂亮,positive,0.9893915951251984
超漂亮,positive,0.9893915951251984
太棒了 臺北ㄐㄧ,positive,0.9893827438354492
感覺 苗栗國家隊不錯,positive,0.9893117845058441
好啦你最強啦,positive,0.9892867207527161
好啦 表現不錯啦 敢打一點敢打一點,positive,0.989284187555313
魚躍好美,positive,0.9891478419303894
這魚躍好漂亮,positive,0.9891372323036194
朱凱逸今天表現很好欸,positive,0.9890734851360322
這場球賽看了好值得,positive,0.989023894071579
今天看到比賽的球迷超幸運,positive,0.9890072345733643
恩得好好培養努力成為六邊形戰士,positive,0.988970935344696
嘉永老師說的真好,positive,0.9889428615570068
場上兇 私底下感情都很好,positive,0.9889094233512878
兩邊都很不錯了,positive,0.9888263046741486
這球接超好,positive,0.9888234436511993
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
成功,positive,0.9888100624084473
撈的超好,positive,0.9888096451759338
不錯欸,positive,0.9887861013412476
力道好強,positive,0.9887207448482513
好的明白谢谢,positive,0.9887062609195709
辛苦大家了 感恩 大家都超棒,positive,0.9887050092220306
開局不錯兩隊有來有往,positive,0.9887039959430695
慶祝真的很可愛,positive,0.9887037873268127
這球 好漂亮,positive,0.9886860251426698
笑容甜美,positive,0.9886748492717744
彈跳力也很值得羨慕,positive,0.9886612594127655
great,positive,0.9886372089385986
好勵志的優勝,positive,0.9885697960853577
手腕真好,positive,0.9885551035404205
好的谢谢,positive,0.9885411560535432
打超好,positive,0.988478034734726
這顆很美,positive,0.9884371757507324
好欸好欸西米,positive,0.9884351789951324
人夫體力真好,positive,0.9884297251701355
大家都好人,positive,0.9883376359939574
連勝文超好笑,positive,0.988224059343338
今天感謝楊老師開示了許多受益良多,positive,0.9881970584392548
挖 這球打得是真不錯,positive,0.9881731271743774
所以辦國際賽確實是有好處,positive,0.9881552755832672
沙拉這局表現不錯唷,positive,0.9881073534488678
慶祝魔獸處女秀大成功,positive,0.9880962371826172
我也喜歡,positive,0.9880706667900085
我也喜歡,positive,0.9880706667900085
好的 好的 ,positive,0.9880309700965881
大家好熱烈,positive,0.9879728555679321
大家好熱烈,positive,0.9879728555679321
喔這個好ㄟ,positive,0.987959086894989
直線發得好好,positive,0.9879461824893951
真是好朋友呢,positive,0.9878970086574554
這個長官不錯,positive,0.9878963828086854
漂亮漂亮,positive,0.9878816306591034
奪冠也不錯,positive,0.9878660440444946
健钦腰力好好哟 笑得满地打滚 ,positive,0.9878238439559937
好棒的攻防一波,positive,0.9877979159355164
nice Game,positive,0.9877149760723114
太棒了 準備宵夜去,positive,0.9876871407032013
慶祝方式真的好可愛1,positive,0.9876694977283478
確實不錯吃,positive,0.987636923789978
我喜歡這個麥,positive,0.9875748753547668
黃培閎也不錯,positive,0.9875561892986298
啦啦隊不錯,positive,0.987549215555191
天氣真好,positive,0.9875262081623076
昭铭超棒,positive,0.9875255525112152
加班配熱可可真不錯欸,positive,0.987525373697281
愛心唷,positive,0.9875198006629944
nice play,positive,0.9874568283557892
nice play,positive,0.9874568283557892
nice play,positive,0.9874568283557892
nice play,positive,0.9874568283557892
很可愛 聲音又超級好聽,positive,0.9874375462532043
認真打很值得鼓勵,positive,0.9873589277267456
好的謝謝回答 微笑 ,positive,0.9872483611106873
好萌好可愛,positive,0.9872373044490814
good game both teams,positive,0.987185001373291
都打的很好,positive,0.9871647357940674
這種程級接成這樣 叫不錯,positive,0.9871633946895599
今天韻鏡很好誒,positive,0.9871521294116974
不錯聽起來比足球強多了,positive,0.987138569355011
修超好,positive,0.9871346354484558
很好,positive,0.9870314002037048
很好,positive,0.9870314002037048
好嘞感謝等等看回放,positive,0.986982524394989
不錯了,positive,0.9869769811630249
長的也很好 鼓掌 ,positive,0.9869769811630249
看起來郭家銘狀態調整得不錯,positive,0.9869757294654846
我也覺得我太樂觀 笑得满地打滚 台灣排球要想有出路應該要比照隔壁籃球的P模式從協會獨立出來才有機會,positive,0.98696106672287
哇好棒,positive,0.9869240820407867
穩定的時候狀況真的很好,positive,0.9868985116481782
這場看現場很值得,positive,0.9868868291378021
雙方都很優秀,positive,0.9868808090686798
突襲不錯欸,positive,0.9868649244308472
這個欄往不錯,positive,0.986850917339325
雅惠好開心ㄈ 笑得满地打滚  笑得满地打滚  笑得满地打滚 ,positive,0.986783355474472
真的也很喜歡vivi媽媽,positive,0.98678258061409
比得很好吧 打得很好,positive,0.9867457747459412
很有智慧,positive,0.986699104309082
中原的現場收音很不錯,positive,0.9866789877414703
你們好棒,positive,0.9866653084754944
側併步跳也不錯啊,positive,0.9866625368595122
這個情人節廣告拍的不錯,positive,0.9865674376487732
完美的身材,positive,0.986501306295395
柏瑞也不錯啊,positive,0.9865007400512695
好棒喔,positive,0.986496925354004
這顆超漂亮,positive,0.9864882230758666
線審姐姐感覺很漂亮,positive,0.9864609837532043
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
超好笑,positive,0.9864277541637421
又美球技又好者,positive,0.98631751537323
很有氣質的聲音戀愛了,positive,0.9862912595272064
對啊好喜歡漢娜,positive,0.9862768650054932
成功成功 拇指向上 ,positive,0.9862709641456604
給隊友愛心,positive,0.9862444698810577
周子揚配得好,positive,0.986189991235733
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice ,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice ,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice ,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice ,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
nice,positive,0.9861866533756256
好萌,positive,0.9861519932746887
阿璽今天表現的很好了 做成心形的双手  做成心形的双手 ,positive,0.9860685467720032
好國際我們的留言,positive,0.9860427677631378
好認真讀書,positive,0.9859914779663086
這兩個好漂亮欸,positive,0.9859738051891327
拜為佳,positive,0.9859645366668701
籃排交流不錯,positive,0.9859344363212585
我也很喜歡她,positive,0.9859041571617126
發的好,positive,0.9858742952346802
發的好,positive,0.9858742952346802
感謝國家栽培的意思,positive,0.9858255088329316
nice set,positive,0.9857910573482513
nice set,positive,0.9857910573482513
nice set,positive,0.9857910573482513
兩隊真的優秀打的真好,positive,0.9857739210128784
完美,positive,0.9857540726661682
甩鞭 芳瑜也不錯,positive,0.9857519567012787
阿啾好棒 胜利手势 ,positive,0.9857424199581146
我好喜歡,positive,0.9857059121131896
我好喜歡,positive,0.9857059121131896
好眼力,positive,0.9857002198696136
好眼力,positive,0.9857002198696136
好眼力,positive,0.9857002198696136
好眼力,positive,0.9857002198696136
她的聲音真的好好聽,positive,0.9856349527835846
謝謝 闪亮  闪亮 ,positive,0.9856149852275848
節奏真的好快,positive,0.9855847358703613
巒今天的狀況很不錯 拇指向上 ,positive,0.9855790138244629
好佩服 不愧是攝影師,positive,0.9855648875236511
真不錯 這球,positive,0.9855594336986542
愛的力量,positive,0.9855532944202424
景耀 愛你,positive,0.98554527759552
有夢最美,positive,0.9855337142944336
怡伶好棒,positive,0.9854386746883392
好嗨 举双手  举双手 ,positive,0.98543381690979
這波來回不錯,positive,0.9854309558868408
台南不錯啊,positive,0.9854178428649902
阿洲不錯,positive,0.9853932559490204
做效果好啊,positive,0.9853634238243103
曉珮體格真好,positive,0.9852971434593201
現場的氣氛很好 拇指向上 有機會可以去體驗看看,positive,0.9852918684482574
好會轉 超好笑,positive,0.985211044549942
今年不錯,positive,0.9851883947849274
這球漂亮啊,positive,0.9851653873920441
企聯真的很有趣,positive,0.9851524829864502
ㄎㄚˋ把不錯,positive,0.9851100146770477
戰術太好,positive,0.9851066172122955
顏值擔當很好笑ㄟ,positive,0.985101580619812
好喜歡今年的MIZUNO,positive,0.9850940704345703
長的高真好,positive,0.9850127398967743
哇這球很漂亮,positive,0.9849885702133178
兩隊都打的很好,positive,0.9849697351455688
阿龍就開心打球就好單他身體素質太好了,positive,0.984956681728363
簡媜的狀況很好,positive,0.9849272966384888
人美,positive,0.9849187731742859
恩得真的屌 什麼位子都打得很好,positive,0.9848745465278625
很值得回味欸,positive,0.9847878217697144
good luck bagunas,positive,0.9846863448619843
剛好趕上也太棒,positive,0.9846130907535552
這幾球不錯,positive,0.9845848381519318
很有趣的翻譯ww,positive,0.9845740497112274
姿勢真漂亮,positive,0.9845724105834962
雙姿好棒,positive,0.9845591485500336
好甜,positive,0.9845453798770905
好甜,positive,0.9845453798770905
這首好嗨,positive,0.984483391046524
球迷不錯喔,positive,0.9844586849212646
好好笑 超實際,positive,0.9844558238983154
太棒了 鼓掌 ,positive,0.9844480454921722
兩邊這幾球都攻得很好,positive,0.9844472706317902
佳音英語,positive,0.9844340682029724
好有禮貌,positive,0.9843919575214386
點的好,positive,0.9843672215938568
都打得很好阿,positive,0.9843298196792603
修正的好,positive,0.9842522740364075
技巧滿分,positive,0.9842454493045806
好的了解 謝謝治平老師,positive,0.9842362999916077
好好笑 真可愛,positive,0.9842346608638763
不錯 拇指向上 ,positive,0.9841932356357574
黃仁威真的笑得好開心 好喜歡看他打球,positive,0.984173595905304
欒的球質和手型都很漂亮年紀來看也還不錯,positive,0.9840655028820038
她今天不錯啊,positive,0.9840027689933777
賽評超好笑,positive,0.983980119228363
不錯了 以為在看土超還是歐冠嘛,positive,0.983912855386734
喜歡王艾士,positive,0.983839213848114
年輕人體力好,positive,0.9838366508483888
高狀況很好,positive,0.9838187098503113
好的 OK ,positive,0.9838114082813264
好的 OK ,positive,0.9838114082813264
子彈隊不錯,positive,0.983740508556366
好人,positive,0.9837145507335663
欄中打的也蠻不錯的,positive,0.9836717844009398
敢打很好了,positive,0.9836358726024628
啦啦队好美啊,positive,0.9836255013942719
運氣好,positive,0.983588546514511
直上直下兩邊打得超好,positive,0.9834950864315033
太幸運,positive,0.9834948480129242
真的好,positive,0.9834778308868408
好啦你接最好,positive,0.9834592044353485
兩隊都打得很好,positive,0.9834395945072174
孩子們超棒 繼續練等,positive,0.9834277629852294
這兩顆打的真好,positive,0.9833920001983643
棒的,positive,0.9833782017230988
滿足滿足,positive,0.9833234250545502
啦啦隊好香,positive,0.9833146333694458
啦啦隊好香,positive,0.9833146333694458
兩位都好口愛,positive,0.9832954108715057
這也是好事至少台灣的排球在進步了,positive,0.9832844734191895
小將們好棒,positive,0.9832371473312378
小將們好棒,positive,0.9832371473312378
收音好好,positive,0.9832021594047546
西米爸媽真的好支持他,positive,0.983201265335083
這個點 好,positive,0.9831840097904204
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
這球漂亮,positive,0.983174204826355
阿啾好棒,positive,0.9831654131412506
阿啾好棒,positive,0.9831654131412506
祥明好強喔,positive,0.9830870032310486
這場真的票買得很值,positive,0.9830601215362549
愛的能量,positive,0.9830582737922668
真好 我已經從師大畢業很多年了 XDD,positive,0.9830543696880341
我高雄我驕傲,positive,0.9830395877361298
今天好熱說,positive,0.9830213189125061
彰化天氣很好XD,positive,0.9829468131065369
nice 举双手  鼓掌 ,positive,0.9829457104206084
上次訪問中文很好啊 想一想 ,positive,0.982943207025528
發真好,positive,0.9829365015029907
分析的真好,positive,0.9828946888446808
微笑滿滿是因為她們的心理素質夠強大唷 喜笑颜开  喜笑颜开  喜笑颜开 ,positive,0.9828943014144897
吳韋華不錯,positive,0.9828885793685913
這球手太好了吧,positive,0.9828759729862213
真好用,positive,0.9828574657440186
這小球好美,positive,0.9828550517559052
台灣很幸運有一個不管花多少錢都這麼熱愛這項運動的人,positive,0.9828464090824127
真的是長得高真好,positive,0.9828314483165741
殷郁婷老師教書人超好 都可以跟大家當朋友 可能也是當媽媽的關係,positive,0.9828235805034637
今天簡狀態很好喔,positive,0.9828154444694519
你看看 阿洲守備也很好,positive,0.9828125536441803
今天值回票價欸羨慕,positive,0.9827626645565032
手形好美,positive,0.9827458262443542
老師聲音真的很好認 微笑 ,positive,0.9827442169189454
今年鶯歌真的滿強的,positive,0.9827351272106171
哦哦好感謝解釋,positive,0.9826748073101044
互相禮讓 好有禮貌,positive,0.9826629161834717
兩隊都好棒 拇指向上  拇指向上  拇指向上  拇指向上 ,positive,0.9826504588127136
棉花糖今日的手感好熱 做成心形的双手 ,positive,0.9826422035694122
abc 漢堡也不錯,positive,0.9826287925243378
棒啊,positive,0.9826225340366364
送幸福,positive,0.9825467169284821
送幸福,positive,0.9825467169284821
送幸福,positive,0.9825467169284821
好開心喔 加班,positive,0.9825181365013123
good,positive,0.9825130999088287
good,positive,0.9825130999088287
good,positive,0.9825130999088287
good,positive,0.9825130999088287
good,positive,0.9825130999088287
ㄠ喲好漂亮,positive,0.9824271500110626
棉花糖今天狀況超好,positive,0.9824259877204895
宜如好棒,positive,0.9824258983135223
好哟,positive,0.9823948442935944
華鈺聲音好響亮有夠可愛,positive,0.982372522354126
哦感謝大家,positive,0.9823131263256073
nice quick,positive,0.9823125898838043
nice quick,positive,0.9823125898838043
nice marshmallow ,positive,0.9822783172130585
處理不錯欸,positive,0.9822668433189392
今天不錯,positive,0.9822449088096619
感覺陳恩得真的蠻值得培養的,positive,0.9822284877300262
調的好,positive,0.9822066426277161
好的 OK  恳求的脸 ,positive,0.9822036325931549
把賽程越加越多是好事情呢,positive,0.9822003543376923
姿螢太棒了 送肉包,positive,0.982172042131424
好好笑好可愛,positive,0.9821368157863618
好嗨,positive,0.982134222984314
好嗨,positive,0.982134222984314
好嗨,positive,0.982134222984314
好嗨,positive,0.982134222984314
好嗨,positive,0.982134222984314
好嗨,positive,0.982134222984314
好嗨,positive,0.982134222984314
而且他狀態也不錯,positive,0.9821290075778962
姿姐好漂亮,positive,0.9821285605430603
nice  鼓掌  鼓掌  鼓掌 ,positive,0.9821140468120574
人正真好,positive,0.9820882081985474
好棒啊 斜眼笑  斜眼笑 ,positive,0.9820860922336578
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
好強,positive,0.9820404052734376
很可愛的觀眾,positive,0.9820393323898315
幹嘛減增加對戰組合不錯,positive,0.9820345640182496
吳佩如的手勁真的棒,positive,0.9820101261138916
good start,positive,0.9819925427436829
發的好欸,positive,0.9819796979427338
大砲手狀態不錯的吧,positive,0.9819497168064117
我是覺得恩得一直表現都很好 可以讓老大哥輪休,positive,0.9819278120994568
今天柯柯很不錯喔 ,positive,0.9819197058677674
好強哦,positive,0.9819030165672302
來回波不錯,positive,0.9818972945213318
之前看過SUNNY哥的專訪真的很勵志,positive,0.9818932116031646
紀翔仁好好讀書,positive,0.981889396905899
確診那週之後都打得不錯,positive,0.9818876683712006
情維真的可棒,positive,0.9818869829177856
佑晨越打越好,positive,0.9818814694881438
腰力好,positive,0.9818334877490997
成功了,positive,0.9818162322044373
成功了,positive,0.9818162322044373
成功了,positive,0.9818162322044373
不知道樊身高多少 他這季真的球質很好,positive,0.9817996025085449
高可愛 喜笑颜开  喜笑颜开 ,positive,0.9817617535591125
軒岑好棒,positive,0.9816917181015015
這週去現場好值,positive,0.9816719591617584
愛的多重宇宙 笑得满地打滚 ,positive,0.9816580712795258
這波不錯,positive,0.9816572666168213
CONTI今天不錯ㄟ,positive,0.981643408536911
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
漂亮,positive,0.981606125831604
