index,text,球迷的聊天,label_1,score_1,label_2,score_2
103, 斜眼笑 ,1,,,positive,0.994211494922638
104,熱身都要變冷了,1,negative,0.7191126942634583,negative,0.999919891357422
105,是啊她們都很可愛 喜笑颜开 ,1,positive,0.8478636145591736,positive,0.9999508857727052
106,經驗相對起來沒那麼豐富 但昨天有看到她們在盡力,1,,,positive,0.9999560117721558
107,後面還是有打起來,1,,,positive,0.5004163980484009
108,都是高中生和大一生 在企联是学习拿经验啦,1,positive,0.5252033472061157,negative,0.991241693496704
109,對呀 我覺得還是要給她們鼓勵,1,positive,0.7956774830818176,positive,0.9996541738510132
110, 松树  松树  松树 ,1,positive,0.587853729724884,negative,0.99769127368927
111,Mega兄也是常常出沒阿,1,,,positive,0.9994088411331176
112,大專盃你有出現過嗎,1,,,negative,0.8945698738098145
113,女排週大多都有 男排週太忙只有晚上看,1,,,positive,0.9908881187438964
114,想說對你很熟悉,1,positive,0.8012899160385132,positive,0.9988975524902344
115,敢不敢來一場勢均力敵的,1,negative,0.5977644920349121,negative,0.9997668862342834
116,之前後援上場開無雙 後來就變多了 ,1,,,positive,0.9972398281097412
117,比較不常第一局就上吧,1,,,negative,0.9981947541236876
118,相比之下上一季更少,1,,,negative,0.999701201915741
119, 苦笑 ,1,negative,0.510114312171936,negative,0.9997500777244568
120,看起來也更有自信,1,positive,0.7491298913955688,positive,0.9998708963394164
121,姐妹對決,1,positive,0.6620449423789978,negative,0.8722432851791382
122,生氣也正常,1,positive,0.5139792561531067,negative,0.9956125020980836
123,要啊我想看 墨镜笑脸 ,1,,,negative,0.9034372568130492
124,jc volleyball its so bad 笑得满地打滚  笑哭了 ,1,negative,0.8657127618789673,negative,0.9994404911994934
125,這球水哦,1,,,negative,0.9972792267799376
126, 笑得满地打滚  笑哭了  笑得满地打滚  笑哭了  like sirkus 笑得满地打滚  笑哭了 ,1,positive,0.527543306350708,positive,0.9521031975746156
127,地2局開始潰敗了,1,negative,0.7297630906105042,negative,0.999751627445221
128, 笑哭了  笑哭了 ,1,negative,0.717887818813324,positive,0.8408659100532532
129,氣氛,1,positive,0.7828781008720398,positive,0.9691494703292848
130,XD,1,,,negative,0.8858829140663147
131,比賽咧,1,,,negative,0.79313063621521
132,High起來,1,positive,0.6404253840446472,positive,0.9951332211494446
133,so poor jv go home n take sleep 笑得满地打滚  笑哭了 ,1,negative,0.7415832281112671,positive,0.974965751171112
134,血流成河,1,negative,0.5409392714500427,negative,0.9997650980949402
135,對了 今年為甚麼沒明星賽 笑哭了 ,1,negative,0.6513305306434631,positive,0.9999425411224364
136,直落三跟上一場一樣,1,,,negative,0.7130236029624939
137, 笑得满地打滚  笑哭了  笑得满地打滚 920_,1,,,positive,0.5890625715255737
138,下班,1,,,positive,0.9951820969581604
139, 放声大哭 ,1,,,negative,0.9996176958084106
140,比成這樣好悶,1,positive,0.5966208577156067,negative,0.9999361038208008
141,應該沒有,1,,,negative,0.9852097630500792
142,QQ,1,,,negative,0.9849786162376404
143,如果在東山高中或中山工商比就是主場了 笑哭了 ,1,negative,0.6996332406997681,negative,0.970832884311676
144,場地聽起來很小 笑哭了 ,1,negative,0.6981715559959412,negative,0.9901129007339478
145, 笑哭了 ,1,negative,0.7029551863670349,positive,0.8228859305381775
146, 抱抱  抱抱  抱抱 ,1,positive,0.5795013904571533,positive,0.9997902512550354
147,妹妹們努力,1,positive,0.811895489692688,positive,0.9996998310089112
148,下禮拜沒比賽,1,,,negative,0.5445811152458191
149,好的 謝謝,1,positive,0.9811028838157654,positive,0.9998598098754884
150, 笑得满地打滚  笑哭了  笑得满地打滚  笑哭了 ,1,,,positive,0.879288375377655
151,多給替補的信心是好事,1,positive,0.9900872111320496,positive,0.96121746301651
152,251 发财  笑得满地打滚  笑哭了 ,1,negative,0.661209762096405,positive,0.5525229573249817
153, 笑得满地打滚  笑哭了  笑得满地打滚 ,1,,,negative,0.9775843024253844
154,只能去拿經驗,1,,,negative,0.9973873496055604
155,不知道為什麼 第1局過後整個都弱了,1,negative,0.5884982943534851,negative,0.999907612800598
156,122可以提早下班了,1,positive,0.5860381722450256,negative,0.9641236066818236
157,提早下班吃火鍋當晚餐,1,,,negative,0.9613585472106934
158,不想看真的可以不用看,1,,,negative,0.9999451637268066
159,不想看就不要看啊 還在這裡幹嘛,1,negative,0.5192270278930664,negative,0.9999443292617798
160,想不想看不用妳說,1,,,positive,0.9984217882156372
161,快走不送,1,,,negative,0.9992955923080444
162,實力是有差 人家還沒有放棄你就在臭,1,negative,0.9518278241157532,negative,0.9999412298202516
163,我不能說提早下班嗎無聊,1,neutral,0.5733027458190918,negative,0.9998549222946168
164,慘,1,negative,0.578855574131012,negative,0.9940503239631652
165,多半是在調動作,1,,,negative,0.9999582767486572
166,這樣就在臭感覺你是不是沒被罵過,1,negative,0.8963291049003601,negative,0.999907374382019
167,了解謝謝,1,positive,0.8807076215744019,positive,0.9995390176773072
168,這麼說你很常被罵嘍,1,negative,0.9310967326164246,negative,0.9992361068725586
169,感覺看比賽的都是小屁孩居多,1,,,negative,0.9998306035995485
170,獨木難支啊,1,negative,0.6325995922088623,negative,0.99730384349823
171,最後是在打練習嗎,1,,,negative,0.9985089898109436
172,這是年紀的差別,1,negative,0.5237874388694763,negative,0.9998797178268432
173,每次比賽都是練習ㄉ一種啊,1,,,negative,0.7963513731956482
174,結束,1,,,negative,0.8634887933731079
175,88888,1,positive,0.5045640468597412,positive,0.935863196849823
176,下班,1,,,positive,0.9951820969581604
177,無情下班,1,negative,0.5821983814239502,negative,0.9998226761817932
178,444,1,,,negative,0.9171642661094666
179,下班吃火鍋囉,1,,,positive,0.9999796152114868
180,期待新年後230能拿下一場,1,,,positive,0.9986993074417114
181,天氣冷早點休息,1,,,positive,0.971315860748291
182,直接不演了無情下班,1,,,negative,0.999947428703308
183,因為肌肉強度隨年紀增加 所以年紀大一點的會比年輕的磅數更大 年輕的根本很難守,1,negative,0.5041300654411316,positive,0.9846729636192322
184,他們是在比賽哪是在演戲,1,,,negative,0.9999645948410034
185,昨天就有曉珮,1,positive,0.6292407512664795,positive,0.999874711036682
186,下班吃火鍋囉肚子餓了,1,negative,0.7316594123840332,negative,0.9782264828681946
187,88的掰,1,,,negative,0.9957412481307985
188,應該是某一環節有問題,1,negative,0.5740497708320618,negative,0.9855334162712096
189,放眼未來才是真的,1,,,positive,0.9997569918632508
190,可能是實戰經驗太少,1,negative,0.5659700632095337,negative,0.998842179775238
191,這是整體排球發展規劃的問題,1,negative,0.503436267375946,positive,0.6136512756347656
192,很滿意,1,positive,0.9910439252853394,positive,0.9996763467788696
193,禦寒吧 桃園超冷欸,1,,,positive,0.5802794694900513
194,感覺穿插在各隊像實習幫助也許更大 自信心也是可以培養的,1,positive,0.8877953886985779,positive,0.9999189376831056
195,且 她们也只有拜六礼拜才能聚在一起 默契真的很需要培养,1,,,negative,0.9846479892730712
196,室內都有開暖氣應該還好,1,positive,0.8836967349052429,positive,0.9844687581062316
197,不知道桃園有沒有,1,,,positive,0.9967971444129944
198,对啊 从输球里找问题 小将们真的需要进步女排才能大起来少点谩骂和侮辱 多点鼓励,1,negative,0.9013132452964784,negative,0.7102996706962585
199,Liz Y 正解,1,positive,0.71526038646698,positive,0.9914547204971312
200,沒有人在罵啦,1,,,negative,0.9762930870056152
201,沒有罵阿,1,neutral,0.5832014679908752,negative,0.8263095021247864
202,你是誤解了什麼,1,negative,0.6185781955718994,negative,0.999931573867798
203,有些酸民不用理他們,1,negative,0.7542552351951599,negative,0.99945729970932
204,我要去吃火鍋了大家掰掰,1,negative,0.5838320255279541,positive,0.9772824048995972
205,已經陪練至少三年了,1,,,positive,0.9998779296875
206,看會不會哭出來,1,,,positive,0.9972633123397828
207,是喔 還好還有一勝XD,1,positive,0.8423964381217957,positive,0.9991017580032348
208, 斜眼笑  好可愛,1,positive,0.8790591359138489,positive,0.999974250793457
209,好靦腆XD,1,positive,0.9320430159568788,positive,0.9995625615119934
210, 斜眼笑  ,1,,,positive,0.994211494922638
211,屏東大學,1,positive,0.5391270518302917,positive,0.9998329877853394
212,屏大吧,1,positive,0.5405385494232178,positive,0.9663326144218444
213,雙姿雙黃,1,,,positive,0.7966034412384033
214,都好虐啊,1,negative,0.892583429813385,negative,0.99968683719635
215,88,1,positive,0.5064260363578796,negative,0.9907804131507874
216,轉場,1,positive,0.5042375922203064,negative,0.9952711462974548
217,換場,1,positive,0.5140745639801025,negative,0.9704214334487916
218,辛苦了,1,negative,0.5536512136459351,positive,0.99996018409729
219,来啦,1,positive,0.6401601433753967,positive,0.999959111213684
220,聲音好好聽喔,1,positive,0.949038028717041,positive,0.9996324777603148
221,小將們好棒,1,positive,0.9665089845657348,positive,0.9999653100967408
222,感覺上個賽季也很少上場,1,,,negative,0.8283448815345764
223,還有爌肉飯,1,positive,0.5364190340042114,negative,0.9999176263809204
224,妹妹們錯愕XD,1,negative,0.7545179128646851,negative,0.994270920753479
225,按了,1,positive,0.5031276345252991,positive,0.9817565679550172
226,對,1,positive,0.6439812779426575,negative,0.6916255354881287
227,本場女殺手了  笑哭了 ,1,negative,0.774055540561676,positive,0.9842511415481568
228,奇襲欸,1,,,positive,0.9976775050163268
229,這樣也可以,1,positive,0.8493472933769226,positive,0.9969557523727416
230,XD,1,,,negative,0.8858829140663147
231,不要討厭 笑哭了  笑哭了  笑哭了 ,1,,,negative,0.9691525101661682
232,黃情維沒打了嗎,1,,,negative,0.9850705862045288
235,默契不足,1,,,negative,0.9999486207962036
236,經驗還是明顯的,1,positive,0.5850574970245361,positive,0.999658465385437
237,兵敗如山倒,1,negative,0.6838976144790649,negative,0.9996469020843506
238,分數就像在追女朋友以為快追到了但其實馬上就拉開,1,,,negative,0.9998406171798706
239,吃到肉包,1,positive,0.5068234801292419,negative,0.9950537085533142
240,好快喔,1,positive,0.9172431826591492,positive,0.9997941851615906
241,童綺芳勒elbowcoughelbowcoughelbowcoughelbowcough,1,positive,0.6884405612945557,positive,0.9696828722953796
243,這肉包好尷尬 苦笑 ,1,negative,0.6391172409057617,negative,0.959902286529541
244,沒有人在準備考試的拉 都馬前一天熬夜XD,1,,,negative,0.9495863914489746
245,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
246,不是在後面嗎,1,,,negative,0.9197526574134828
247,一面倒,1,,,negative,0.9996401071548462
248,阿看到了,1,positive,0.543826699256897,negative,0.5624321103096008
250,不會逆轉吧XD,1,,,negative,0.9975998997688292
251,這局內容他應該還算滿意吧,1,positive,0.7707633972167969,positive,0.6660038828849792
252,很傷捏,1,negative,0.8869010210037231,negative,0.7976606488227844
253,尷尬,1,negative,0.5930746793746948,negative,0.9997760653495787
255,發得很好,1,positive,0.991612195968628,positive,0.9977715611457824
256,在幹嘛啦,1,positive,0.5560505390167236,negative,0.9999021291732788
257,謝,1,positive,0.71841961145401,negative,0.5133271813392639
258,230頂住,1,,,positive,0.5641276836395264
259,嘿嘿掰掰,1,positive,0.5547192692756653,negative,0.6592521667480469
261,我要看五局,1,,,negative,0.9987426400184632
262,什麼啦不要鬧啦,1,neutral,0.5650216341018677,negative,0.999887228012085
263,經驗有累積到啦,1,,,positive,0.9974619150161744
264,沛提今天好像也很多分,1,positive,0.6767250299453735,positive,0.9965413212776184
265,QQ失敗,1,negative,0.5979098081588745,negative,0.9995396137237548
266,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
267,恩,1,positive,0.7966376543045044,negative,0.9898601174354552
268, 拇指向下  拇指向下  拇指向下 ,1,,,negative,0.9993579983711244
269,有阿,1,positive,0.5811577439308167,negative,0.6984682679176331
270,謝謝,1,positive,0.8012592196464539,positive,0.652812659740448
271,他在那邊阿,1,,,positive,0.9783812761306764
272,要输了,1,,,negative,0.9999556541442872
273,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
274,i30 BibleThump,1,positive,0.5486138463020325,negative,0.9990058541297911
275,哇勒,1,positive,0.517109215259552,negative,0.9561331868171692
276,掰掰,1,,,negative,0.9968372583389282
277,實至名歸,1,positive,0.519533634185791,positive,0.9999477863311768
278,直接結束,1,,,negative,0.9931695461273192
279,3比0扣豆,1,,,positive,0.9982603192329408
280,恩 ,1,positive,0.7966376543045044,negative,0.9898601174354552
281, 呕吐  呕吐  呕吐  恶心  恶心  恶心  恶心  恶心 ,1,negative,0.9836580157279968,negative,0.9999616146087646
282,難看死了,1,negative,0.7953281998634338,negative,0.9999377727508544
283,對著起進場球迷嗎,1,,,negative,0.9971281886100768
284,隊上中心人物已經慢慢培養出來 ,1,positive,0.5234597325325012,positive,0.9992226362228394
285,聲音好好聽喔,1,positive,0.949038028717041,positive,0.9996324777603148
286,請正名 恩崇領隊 XDD,1,positive,0.7124784588813782,negative,0.9996507167816162
287,整隻手都傷,1,negative,0.7574408054351807,negative,0.9998900890350342
288,應該是去拔罐吧,1,,,negative,0.99874746799469
289,3比0應該有用全力,1,positive,0.7208133339881897,positive,0.7098422050476074
290,參加了 希望能抽中,1,positive,0.6349812746047974,positive,0.9998941421508788
291,可愛,1,positive,0.9232807159423828,positive,0.9999369382858276
292,可愛,1,positive,0.9232807159423828,positive,0.9999369382858276
293,明天一定要準時收看啦,1,,,positive,0.9999668598175048
294,88,1,positive,0.5064260363578796,negative,0.9907804131507874
295,問阿勇啊,1,positive,0.8608440160751343,positive,0.5667556524276733
296,ayan naa,1,,,negative,0.9531034231185912
297,敲碗碗敲,1,,,negative,0.9986143112182616
298,told u645,1,,,negative,0.9702076315879822
299,哇哇哇哇,1,positive,0.7423526644706726,positive,0.9524955153465272
300,但還是健康最重要,1,positive,0.6128932237625122,negative,0.8220881223678589
301, 眨眼 ,1,,,positive,0.5641934275627136
302,last 30 seconds,1,,,positive,0.9991783499717712
303,last 20 seconda,1,,,positive,0.9990633130073548
304,last 10 sec,1,,,positive,0.9943130016326904
305,last 5 second,1,,,positive,0.9969521760940552
306,last 3 seconds,1,,,positive,0.997712016105652
307,last 2 seconds,1,,,positive,0.9943541288375854
308,last 1 seconds,1,,,positive,0.9957205653190612
309,受傷還上喔,1,negative,0.7433873414993286,positive,0.9998546838760376
310,Yan na,1,,,negative,0.7430939674377441
311,預測2523,1,,,positive,0.9081019163131714
312,last 1 seconds,1,,,positive,0.9957205653190612
313,start,1,positive,0.5216578841209412,positive,0.9991602897644044
314,Asawa ko,1,positive,0.5768219828605652,negative,0.9501590132713318
315,林育騰哈囉,1,positive,0.7584788799285889,positive,0.8916988372802734
316,cnu nanalo sa laban ng nu at dlsu,1,,,negative,0.9195245504379272
317,berry_ice cream24 2nd set DLSU,1,positive,0.5658556818962097,negative,0.9562228322029114
318,打哈欠被拍到  斜眼笑  ,1,negative,0.6072368025779724,negative,0.9979914426803588
319,果然有,1,positive,0.6210906505584717,negative,0.9899618625640868
320,感覺有機會打三場,1,positive,0.622623860836029,positive,0.9914894104003906
322,berry_ice cream24 Ganda ng laban Aangat ang pwet mo sa upuan,1,,,positive,0.9669085144996644
323,Talo  笑哭了 ,1,negative,0.6360103487968445,positive,0.9873221516609192
324,berry_ice cream24 They were calledout to tryout it is up to the player if he will tryout,1,,,positive,0.7062990069389343
325,跳得也太高了吧,1,negative,0.7161197066307068,negative,0.9997363686561584
326,葉教授XD,1,,,positive,0.9998929500579834
327,你來我往 ,1,positive,0.6142235398292542,negative,0.9987583160400392
328,4 from the Phil men 6 from Phil womans,1,,,positive,0.9987597465515136
329,cla ata marami,1,negative,0.8371158242225647,negative,0.9578439593315125
330,9 from mens 2 from woman,1,,,positive,0.5190919041633606
331,補班日可能沒這麼多人,1,,,negative,0.941906213760376
332,有啊 他有來,1,positive,0.541189432144165,positive,0.9991238713264464
333,鐵粉很早就來等了  斜眼笑  ,1,negative,0.5154420733451843,positive,0.999972939491272
334,女子組結束之後會清場再開放讓想看男子組的觀眾進場嗎還是就單純整天開放入場 想一想 ,1,,,positive,0.9989340901374816
335,11,1,positive,0.5401709079742432,negative,0.8458381295204163
336,10分,1,,,positive,0.712288498878479
337,10,1,positive,0.5477422475814819,negative,0.9321946501731871
338,11了,1,,,positive,0.9225612878799438
339,XDDDD,1,positive,0.5029051303863525,negative,0.9716069102287292
340,沈拉傷還沒好嗎,1,negative,0.7570841908454895,negative,0.999931812286377
341,沒有清場 一票看到底,1,,,negative,0.5333091020584106
342,Jia and Santiago for PH,1,positive,0.5604267120361328,negative,0.8333685398101807
343,可是不知道會不會上,1,,,positive,0.9993721842765808
344,企排都沒清場吧,1,,,negative,0.9999043941497804
345,下禮拜hvl好期待,1,positive,0.8216429352760315,positive,0.9998156428337096
347,Espejo Sumanguid Bugaoan nakalimutan ko yumg isa,1,positive,0.5202531814575195,negative,0.9434525966644288
348,umandal Ang isa,1,,,negative,0.7351789474487305
349,有聽說,1,positive,0.6139717102050781,positive,0.956200897693634
350,從5樓打下來,1,,,negative,0.9997395873069764
351,111 km,1,positive,0.5193617343902588,positive,0.6630245447158813
352,111,1,positive,0.5522680878639221,negative,0.6695750951766968
353,大力出奇蹟,1,positive,0.7796756029129028,positive,0.9972746968269348
355,用高手接 手指會斷吧 ,1,,,negative,0.9997559189796448
356,111日本照樣高手 ,1,positive,0.6509698033332825,negative,0.9976296424865724
357,用力打有機會,1,positive,0.5904342532157898,positive,0.990406095981598
358,好敢發,1,positive,0.918732762336731,positive,0.990655243396759
359,在哪看到的消息啊,1,,,positive,0.8339285850524902
360,類似擋不是接,1,negative,0.6042133569717407,negative,0.9974765181541444
361,這樣也行,1,positive,0.6468259692192078,positive,0.934823513031006
362,手掌會接觸比較多,1,positive,0.6159260272979736,negative,0.5176819562911987
363,pignoy eat pagpag,1,,,negative,0.5708602070808411
364,比數都無法拉開,1,,,negative,0.999924898147583
365,Ig,1,,,negative,0.7496752142906189
366,每一顆都好重要,1,positive,0.9033851623535156,positive,0.9941049218177797
367,mga mhies best of three ba to and kung oo pang ilang game na to ,1,,,positive,0.9996165037155152
368,雙子星,1,positive,0.7033716440200806,negative,0.8226414918899536
369,果然是兄弟 笑哭了 ,1,negative,0.6442059874534607,positive,0.999451220035553
370,亂了,1,negative,0.7836421132087708,negative,0.9997749924659728
371,Talo na,1,,,negative,0.9387764930725098
372,弄高起來,1,negative,0.5113157629966736,negative,0.9938568472862244
373,時間到了,1,,,positive,0.9653772711753844
374,Walang depensakalatmasyado,1,positive,0.573266327381134,negative,0.9952468276023864
375,蓮塞,1,,,positive,0.95419579744339
376,跟鬼一樣,1,negative,0.6548916697502136,negative,0.9999549388885498
377,有錢直接創沒錢原地解散,1,,,negative,0.9999537467956544
380,會吧,1,positive,0.6310351490974426,negative,0.6563191413879395
383,Lag,1,positive,0.5454484224319458,negative,0.960498869419098
385,你還可以再問如果拿到冠軍圓夢 還會不會繼續玩,1,,,positive,0.9998218417167664
386,沒觀眾就跳出去了,1,,,negative,0.9999662637710572
387,7,1,positive,0.586987316608429,negative,0.7643494009971619
388,真的打點好高,1,positive,0.9030314683914183,positive,0.8977985978126526
389,兇,1,,,negative,0.7050341367721558
390,這球太扯,1,negative,0.8923978209495544,negative,0.9999552965164183
391,saur true akala ko nag improve na yung fd nila mali pala ako  水獭 ,1,,,negative,0.9882947206497192
392,一人扛整隊,1,positive,0.589667797088623,negative,0.9592409133911132
393,Nice,1,positive,0.7844199538230896,positive,0.996155321598053
394,水,1,,,negative,0.9839837551116944
395,niceeeee love it,1,positive,0.98798930644989,positive,0.9667509198188782
396,都2023年了 還有 你行你來這種邏輯 笑死,1,negative,0.7721060514450073,negative,0.9998866319656372
397,慣老闆,1,,,negative,0.9831200838088988
398,Kawawa naman love ko,1,positive,0.9284035563468932,positive,0.9911870360374452
399,i lve the setter of ws,1,,,negative,0.7212672829627991
400,打手就對了,1,,,positive,0.9998718500137328
401,第一局就這麼拼了後面恐怕要斯殺了,1,negative,0.7775261402130127,negative,0.9987016916275024
402,開光嘴,1,positive,0.5280401110649109,negative,0.999383807182312
403,wahhhhhh love it,1,positive,0.9530377984046936,positive,0.995050847530365
404,大毒奶 放声大哭  放声大哭  放声大哭  放声大哭  放声大哭  放声大哭  放声大哭 ,1,negative,0.5114277005195618,negative,0.9992290735244752
405,毒奶,1,negative,0.6498538255691528,negative,0.9999579191207886
406,老闆今天加薪加很多喔,1,,,positive,0.999974012374878
407,HOIIIII YASSSSS,1,,,negative,0.8712276816368103
408,太恐怖啦,1,negative,0.9667770266532898,negative,0.9963556528091432
409,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
411,哇哇哇,1,positive,0.74107426404953,positive,0.9918825030326844
412,太幸運了,1,positive,0.9630063772201538,positive,0.9997480511665344
413,挖賽,1,,,negative,0.682360053062439
414,isa pa ,1,,,negative,0.7709831595420837
415,有戰有機會  斜眼笑  ,1,,,positive,0.959897518157959
416,哇,1,positive,0.6949712634086609,negative,0.9889956712722778
417,4,1,positive,0.5460326671600342,negative,0.9563299417495728
